	0
1378	This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture I probably looked at my watch about 70000 times!  
1379	Lucy Bell is so much higher than this crap and for her to sink this low is quite depressing.  
1380	All this movie does is make you sick watching all these slackers make excuses for their stupid actions for 90 minutes.  
1381	God, and I can never get that 90 minutes back!  
1382	"I think the most wonderful parts (literally, full of ""wonder"") are the excerpts from his works.  "
1383	The sets (especially designed to work with the camera) are amazing....stylized, beautiful and effective.  
1384	They could be used as exemplars for any set designer.  
1385	The stories were powerful explorations of the nature of man and of art.  
1386	After watching this film, I wanted to learn more about the works of this artist.  
1387	I highly recommend this movie for anyone interested in art, poetry, theater, politics, or Japanese history.  
1388	Here, in The Wind and the Lion, we see a wonderful rendering of America's own Imperial age.  
1389	) What makes this story different are the terrific production values - faultless photography, composition and editing - the terrific casting - the underappreciated Brian Keith playing a bully Teddy - and vivid history.  
1390	"Though The Wind and the Lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be Sean Connery's noble brigand, Candace Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless can-do lieutenant, Roosevelt's ""Big Stick"".  "
1391	This is high adventure at its best.  
1392	I think it was Robert Ryans best film, because he portrayed someone like my father, and he was a schizophrenic in real life,(my father) although he never murdered anyone but was affected more so during the second world war which made him worse.  
1393	Having to humour him just to get by and get through the day was so apt.  
1394	(My mother and brother had to do this)When I saw Robert Ryan portraying this type of man, it was a very good imitation of this type of individual, and I was impressed.  
1395	Almost all of the songs in Cover Girl are old-fashioned and not very tuneful.  
1396	The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal.  
1397	Unfortunately, 'Cover Girl' is an example of how Hollywood used to exploit women for financial gain.  
1398	Non-linear narration thus many flashbacks and every part are articulated quite well.  
1399	The good cinematography also makes her and Monica Bellucci look very beautiful.  
1400	A good commentary of today's love and undoubtedly a film worth seeing.  
1401	For people who are first timers in film making, I think they did an excellent job!!  
1402	It was very popular when I was in the cinema, a good house and very good reactions and plenty of laughs.  
1403	It's a feel-good film and that's how I felt when I came out of the cinema!  
1404	It has northern humour and positive about the community it represents.  
1405	I rather enjoyed it.  
1406	I liked it.  
1407	I couldn't take them seriously.  
1408	It really created a unique feeling though.  
1409	Vivian Schilling did an excellent job with the script.  
1410	A world better than 95% of the garbage in the theatres today.  
1411	Her role was played well.  
1412	Not too screamy not to masculine but just right.  
1413	The camera really likes her in this movie.  
1414	I would have casted her in that role after ready the script.  
1415	As a European, the movie is a nice throwback to my time as a student in the 1980's and the experiences I had living abroad and interacting with other nationalities, although the circumstances were slightly different.  
1416	I am a fan of his ... This movie sucked really bad.  
1417	Even worse than Ticker!  
1418	& That movie was bad.  
1419	Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!  
1420	It just blew.  
1421	This movie is excellent!Angel is beautiful and Scamp is adorable!His little yelps when hes scared,and the funniest parts are when:Scamp is caught under the curtain and when Angel and Scamp are singing 'Ive Never Had This Feeling Before'.I totally recommend this movie,its coming out on special edition on June 20.The cover has scamp on a garbage can and Angel underneath the lid.  
1422	I just cant explain this movie more than romantic,charming,hilarious,and adorable.The junkyard scenes are funny,all the junkyard dogs have something special.Too funny i laughed,kids will LOVE it.Buy it when it comes out,it has new features!  
1423	Now we were chosen to be tortured with this disgusting piece of blatant American propaganda.  
1424	This show is made for Americans - it is too stupid and full with hatred and clichés to be admitted elsewhere.  
1425	Almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile of garbage all round.  
1426	I wish I could enter negative values, admins?  
1427	The sets are so bad, they wouldn't look out of place on a Thunderbirds episode.  
1428	The use of slow-motion needlessly repeats itself throughout the movie but is well backed up by bad acting (and bad is a kind word here), no continuity, scenes that are thrown in for no reason whatsoever, vehicles that looked like they were made from a Corn Flakes box and a directorial style that bordered on stupidity.  
1429	Oh yeah, and the storyline was pathetic too.  
1430	I hate writing bad reviews about films - especially those in which I really like the star - but this film is so bad I don't believe for one second that anyone could have been proud of it.  
